product_name,batch_number,manufacturer,alert_date,reason,source_document,lab_type,extraction_confidence,page,mfg_date,expiry_date,reported_by
Losa rtan Potassium 50mg & Hydrochlorthiazide 12.5mg Tablets,LMT251666,Life Max Cancer Laboratories,2025-04-30,Dissolution Test: The Dissolution of Losartan Potassium and Hydrochlorthiazide does not complies within the Prescribed limit of not less than Q value i.e. 70% of labelled claim as stated in I.P 2022.,stnsqapr25.pdf,state,medium,15,Feb-25,Jan-27,"State Drugs Laboratory, Punjab"
"Calc ium & Vitamin D3 Tablets IP (JKMSCL, Supply)",PGT24673,Affy Parenterals,2025-04-30,The sample does not conform to IP 2022 w.r.t Disintegration test for the sample portion received,stnsqapr25.pdf,state,medium,15,Sep-24,Aug-26,CDSCO Zone III Jammu
Defi x -AZ,DP-240754,Park Pharmaceuticals,2025-04-30,The sample fails in the test for Assay content of Cefixime & Azithromycin.,stnsqapr25.pdf,state,medium,15,Sep-24,Aug-26,"CDSCO Zone III, Srinagar"
Prox tl 100 DT,PXT123F02,INDU Drugs Pvt Ltd.,2025-04-30,The sample does not comply with IP requirements for Dissolution test.,stnsqapr25.pdf,state,medium,15,Mar-23,May-25,"FDA Lab, Mumbai- 51"
Teliv i-H 40 (Telmisartan & Hydrochorothiazide Tablets IP,BLT23348,BRIT Lifescience a GMP Certified Company) Sainwala kaula Wata,2025-04-30,"1. The content of Telmisartan and Hydrochlorothiazide in the sample is less (i.e. 83.13% and 79.44%of the labelled amount respectively) than I.P. limits. 2. The sample does not comply with I.P. Requirements for ""Dissolution Test"" for Telemisartan and Hydrochlorothiazide.",stnsqapr25.pdf,state,medium,16,Jun-23,May-25,"FDA Lab, Mumbai- 51"
Ond ansentron Tablets IP 4mg,PS39AB06,Pure & Cure Healthcare Pvt Ltd,2025-04-30,The sample does not comply with IP requirements for Dissolution test,stnsqapr25.pdf,state,medium,16,Jun-23,May-25,"FDA Lab, Mumbai- 51"
Opiv as 10 tablets,23C-T465,Orison Pharma International Khari,2025-04-30,The sample does not comply with IP requirements for Dissolution test.,stnsqapr25.pdf,state,medium,16,Jun-23,May-25,"FDA Lab, Mumbai- 51"
Cetq uine 5 Tablets (Levocetirizine Dihydrochlorine Tablets IP,ATX060546,ADWIN Pharma,2025-04-30,The sample does not comply with IP requirements for Dissolution test.,stnsqapr25.pdf,state,medium,16,Jun-23,May-25,"FDA Lab, Mumbai- 51"
ITRA DEL-200k,SD6005C,Sigma Softgel & Formulation,2025-04-30,The sample does not comply with IP requirements for Dissolution test,stnsqapr25.pdf,state,medium,16,Jun-23,May-25,"FDA Lab, Mumbai- 51"
Phy torab-DSR Capsules,GC 41481,J.M. Laboratories,2025-04-30,The content of rabeprazole sodium in the sample is less (i.e. 55.00% of the labelled amount) than the permissible limits,stnsqapr25.pdf,state,medium,16,Jun-23,May-25,"FDA Lab, Mumbai- 51"
Nee m tulsi face wash,APN612,Orgello Herbal Care,2025-04-30,The sample does not comply with IS 14648: 2011 (Second Revision) Reaffirmed 2021 Requirements for Microbiological Examination test for Neem Tulsi Face wash,stnsqapr25.pdf,state,medium,17,Aug-24,Aug-26,"FDA Lab, Mumbai- 51"
Adiv asi Herbal Shampoo,MASH-23-101,Beauty Birds Cosmetics Bhatti Compound,2025-04-30,The sample does not comply with IS 7884:2004 specification for shampoo (Third Revision) reaffirmed 2019 requirements for microbial limit,stnsqapr25.pdf,state,medium,17,Jan-24,Dec-26,"FDA Lab, Mumbai- 51"
Kivo ral Forte(Trypsin and Chymotrypsin Tablets),SB-4242,Sano-Cito Thereapeutics Inc,2025-04-30,The enzymatic activity of trypsin chymotrypsin in the sample is less (i.e. 40.52%) of the labelled amount) than the permissible limits.,stnsqapr25.pdf,state,medium,17,Jul-23,Jun-25,"FDA Lab, Mumbai- 51"
Pole rgy (Levocetizine Tablets IP 5mg),43037,M/.s Ronak Life care Pvt Ltd.,2025-04-30,All tablets received for analysis shows light brown coloured spots all over the surface of the tablets when observed in normal daylight with unaided eyes.,stnsqapr25.pdf,state,medium,17,Jul-23,Jun-25,"FDA Lab, Mumbai- 51"
"Glyc ical-B12 Calcium Phosphate, Vitamin D3 and Vitamin B12 Suspension",QL0606,Quest laboratories Pvt Ltd.,2025-04-30,"All observations are done in Normal day light conditions with unaided eyes.18 ×200 ml intact brown coloured plastic bottles received for analysis. Out of these18 ×200 ml bottles, in 14 ×200 ml bottles particles are stick around the neck of the bottle and cakes are distributed in the suspension and some cakes are floating on the top of the suspension. During Analysis when the content from these 14x200 ml bottles after shaking transferred individually in clean dry glass beaker, it is observed that, out of these14 × 200ml bottles, 11x200ml bottles contains white suspension with white, pale yellow, grey and black coloured cakes with some cakes floating on the top of suspension and 3x200ml bottle contain orange coloured suspension with white cakes with some cakes floating & on the top of suspension. Remaining 4x200ml bottle contains white suspension without cake and mix uniformly after shaking",stnsqapr25.pdf,state,medium,17-18,Jun-24,May-26,"FDA Lab, Mumbai- 51"
"Glyc ical-B12 Calcium Phosphate, Vitamin D3 and Vitamin B12 Suspension",QL0602,Quest laboratories Pvt Ltd.,2025-04-30,"All observations are done in Normal day light conditions with unaided eyes.18 ×200 ml intact brown coloured plastic bottles received for analysis. Out of these18 ×200 ml bottles, in 5 ×200 ml bottles particles are stick around the neck of the bottle and cakes are distributed in the suspension and some cakes are floating on the top of the suspension. During Analysis when the content from these 5x200 ml bottles after shaking transferred individually in clean dry glass beaker, it is observed that, all 5×200ml bottles, contains white suspension with white, pale yellow, grey and black coloured cakes with some cakes floating on the top of suspension out of remaining 13x200ml bottle 12×200ml bottle contains white suspension without cake and mixes uniformly after shaking and 1×200ml bottles contains orange coloured suspension without any cake and mix uniformly after shaking",stnsqapr25.pdf,state,medium,18-19,Jun-24,May-26,"FDA Lab, Mumbai- 51"
Fevi med (Paracetamol tablets IP 500 mg),451AA05,Sarv Pharmaceuticals,2025-04-30,The Sample does not comply for description as the tablets shows light brown coloured spots on the surface of almost all the tablets,stnsqapr25.pdf,state,medium,19,Dec-23,Nov-25,"FDA Lab, Chhatrapati Sambhajinagar, Maharashtra"
Ron nin 500mg Tablets (Azithromycin Tablets IP 500mg),PPTC082,Pratima Pharmaceuticals G.No.,2025-04-30,"The sample does not give IP identification test for the presence of Azithromycin. The sample is declared as spurious vide section 17-B(d) of the Drugs and Cosmetics Act, 1940 and Rules, 1945 thereunder",stnsqapr25.pdf,state,medium,19,Nov-23,Oct-26,"FDA Lab, Chhatrapati Sambhajinagar, Maharashtra"
Para sev 500 Tablets(Paracetamol Tablets IP 500mg),CHT23725,Cureza Healthcare Pvt Ltd.,2025-04-30,"The tablets does not comply for description as, the tablets shows uneven light brown coloured spots on the surface of almost all the tablets.",stnsqapr25.pdf,state,medium,19,Mar-24,Feb-26,"FDA Lab, Chhatrapati Sambhajinagar, Maharashtra"
Opir in-75 Tablets (Aspirin Tablets IP 75mg),23K-T2727,Orison Pharma International Khari,2025-04-30,"The sample does not comply for description as, the tablets shows uneven light brown coloured spots on the surface of almost all the tablets.",stnsqapr25.pdf,state,medium,19-20,Feb-24,Jan-26,"FDA Lab, Chhatrapati Sambhajinagar, Maharashtra"
Opir in-75 Tablets (Aspirin Tablets IP 75mg),23G-T1526,Orison Pharma International Khari,2025-04-30,"The sample does not comply for description as, almost all the tablets are brittle in nature with rough surface.",stnsqapr25.pdf,state,medium,20,Oct-23,Sep-25,"FDA Lab, Chhatrapati Sambhajinagar, Maharashtra"
Para cetamol Tablets IP (Pacel-650),RPTC-182,Chennai Oscar Bio Pharmaceuticals Pvt. Ltd.,2025-04-30,Does not comply with respect to test for Dissolution.,stnsqapr25.pdf,state,medium,20,Jan-25,Dec-27,"State lab, Puducherry"
Gris eofulvin Tablets IP(GRISOVIK-250),8563,Vikram Laboratories (P) Ltd.,2025-04-30,"On visual inspection, presence of spot was observed on tablets surface. The sample received does not conform with respect to the test for Description.",stnsqapr25.pdf,state,medium,20,May-24,Apr-26,"State lab, Puducherry"
Bisa codyl Gastro- Resistant Tablets IP (Edilax),2418853T003,Scott-Edil Pharmacia Ltd.,2025-04-30,Does not comply with respect to test for Disintegration,stnsqapr25.pdf,state,medium,20,Jun-24,May-27,"State lab, Puducherry"
Ace clofenac & Paracetamol Tablets (Aceflam P),T-2403035,Aagya Biotech Pvt Ltd.,2025-04-30,"On visual inspection, presence of spot was observed on tablets surface. The sample received does not conform as per IP 2022 with respect to Description.",stnsqapr25.pdf,state,medium,20,Mar-24,Feb-27,"State lab, Puducherry"
Cres ol With Soap Solution (SPARK) (LYSOL IP),J-Ly-213,Joe's Traders,2025-04-30,The sample received does not conform to above specification as per IP 2022 with respect to description.,stnsqapr25.pdf,state,medium,20,Mar-25,Feb-27,"State lab, Puducherry"
Mon telukast Sodium & Levocetirizine Hydrochloride Tablets IP(Moncube LC),FDMC-588,Firstmed Therapeutics Pvt Ltd.,2025-04-30,"For the received sample Montelukast Sodium & Levocetirizine Hydrochloride Tablets IP (Moncube LC) ,Presence of Spots was observed which should not be present",stnsqapr25.pdf,state,medium,20,Jul-24,Jun-26,"State lab, Puducherry"
Glim epiride Tablets (Glimilive – 4),MDP-649,Medinok healthcare Pvt. Ltd.,2025-04-30,"Misbranded (1) For the received sample Glimepiride Tablets (Glimilive – 4) , The label is mentioned as ‘Approved colour used’ but common name of the permitted colour used in the formulation as prescribed under rule 127(2) of the Drugs Rules ,1945 was not mentioned. (2) The sample received is labelled as Glimepiride Tablets (Glimilive – 4) , however Glimepiride Tablets is an official IP monograph (2022) hence should be labelled as Glimepiride Tablets IP",stnsqapr25.pdf,state,medium,21,Sep-24,Aug-26,"S t a t e l a b , Puducherry"
Ace clofenac With Paracetamol Tablets (S-DOL-P),MDP-018,Medinok Healthcare Pvt Ltd,2025-04-30,"Misbranded The label of the container in the drug is mentioned as ""Approved colour used"" but the common name of the permitted colour used in the formulation as prescribed under rule 127 (2) of the drug rule was not mentioned.",stnsqapr25.pdf,state,medium,21,Apr-24,Mar-26,"S t a t e l a b , Puducherry"
"Para cetamol, Phenylephrine HCL & Cetrizine HCL Suspension",OKOL-009,Laborate Pharmaceuticals India Ltd.,2025-04-30,The sample does not conform to claim as per Patent and Proprietary in respect of the assay of Phenylephrine Hydrochloride.,stnsqapr25.pdf,state,medium,21,Jul-24,Jun-26,DTL Baddi
Ibup rofen Tablets IP 400mg,TF240782,Orchid Medlife Pvt. Ltd.,2025-04-30,Sample does not conform to claim as per I.P. 2022 w.r.t. Dissolution of Ibuprofen.,stnsqapr25.pdf,state,medium,21,Jun-24,Aug-26,DTL Baddi
Telm isartan & Amlodipine Tablets IP (XTEL-AM),BBT240427A,Biomax Biotechnics (P) Ltd,2025-04-30,The sample does not conform to the claim as per IP 2022 in respect to Dissolution Test of Amlodipine,stnsqapr25.pdf,state,medium,22,May-24,Apr-26,DTL Baddi
